DayPartKey,RespondentID,CityID,DayPart,VisitFreq,Year,dwh_create_date
115,92821,2,5 PM - before 9 PM,12,2017,2025-09-19 16:08:15.290000000
116,92839,2,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
117,92874,2,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
118,92875,2,5 PM - before 9 PM,6,2017,2025-09-19 16:08:15.290000000
119,92875,2,Before 9 AM,3,2017,2025-09-19 16:08:15.290000000
120,92918,2,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
121,92972,2,Before 9 AM,5,2017,2025-09-19 16:08:15.290000000
122,92972,2,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
123,93048,2,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
124,93050,2,9 AM - before 11 AM,24,2017,2025-09-19 16:08:15.290000000
125,93066,2,Before 9 AM,3,2017,2025-09-19 16:08:15.290000000
126,93165,2,11 AM - before 2 PM,10,2017,2025-09-19 16:08:15.290000000
127,93165,2,2 PM - before 5 PM,10,2017,2025-09-19 16:08:15.290000000
128,93165,2,Before 9 AM,10,2017,2025-09-19 16:08:15.290000000
129,93166,2,9 AM - before 11 AM,2,2017,2025-09-19 16:08:15.290000000
130,93167,2,9 AM - before 11 AM,2,2017,2025-09-19 16:08:15.290000000
131,93167,2,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
132,93168,2,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
133,93168,2,Before 9 AM,2,2017,2025-09-19 16:08:15.290000000
134,93168,2,9 AM - before 11 AM,3,2017,2025-09-19 16:08:15.290000000
135,93168,2,11 AM - before 2 PM,15,2017,2025-09-19 16:08:15.290000000
136,93168,2,2 PM - before 5 PM,8,2017,2025-09-19 16:08:15.290000000
137,93183,2,2 PM - before 5 PM,9,2017,2025-09-19 16:08:15.290000000
138,93183,2,9 AM - before 11 AM,8,2017,2025-09-19 16:08:15.290000000
139,93183,2,Before 9 AM,5,2017,2025-09-19 16:08:15.290000000
140,93183,2,5 PM - before 9 PM,8,2017,2025-09-19 16:08:15.290000000
141,93185,2,9 AM - before 11 AM,3,2017,2025-09-19 16:08:15.290000000
142,93185,2,2 PM - before 5 PM,1,2017,2025-09-19 16:08:15.290000000
143,93186,2,2 PM - before 5 PM,4,2017,2025-09-19 16:08:15.290000000
144,93188,2,Before 9 AM,3,2017,2025-09-19 16:08:15.290000000
145,93191,2,Before 9 AM,5,2017,2025-09-19 16:08:15.290000000
146,93191,2,9 AM - before 11 AM,5,2017,2025-09-19 16:08:15.290000000
147,93207,2,Before 9 AM,4,2017,2025-09-19 16:08:15.290000000
148,93327,2,5 PM - before 9 PM,12,2017,2025-09-19 16:08:15.290000000
149,93328,2,5 PM - before 9 PM,12,2017,2025-09-19 16:08:15.290000000
150,93385,2,5 PM - before 9 PM,16,2017,2025-09-19 16:08:15.290000000
151,93386,2,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
152,93387,2,9 PM or later,3,2017,2025-09-19 16:08:15.290000000
153,93387,2,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
154,93388,2,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
155,93388,2,2 PM - before 5 PM,2,2017,2025-09-19 16:08:15.290000000
156,93389,2,Before 9 AM,24,2017,2025-09-19 16:08:15.290000000
157,93390,2,9 AM - before 11 AM,2,2017,2025-09-19 16:08:15.290000000
158,93391,2,9 AM - before 11 AM,2,2017,2025-09-19 16:08:15.290000000
159,93391,2,5 PM - before 9 PM,3,2017,2025-09-19 16:08:15.290000000
160,93392,2,2 PM - before 5 PM,5,2017,2025-09-19 16:08:15.290000000
161,93979,2,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
162,93980,2,5 PM - before 9 PM,10,2017,2025-09-19 16:08:15.290000000
163,93980,2,11 AM - before 2 PM,14,2017,2025-09-19 16:08:15.290000000
164,93981,2,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
165,93981,2,9 AM - before 11 AM,4,2017,2025-09-19 16:08:15.290000000
166,93982,2,9 AM - before 11 AM,4,2017,2025-09-19 16:08:15.290000000
167,93982,2,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
168,94027,2,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
169,94027,2,9 AM - before 11 AM,4,2017,2025-09-19 16:08:15.290000000
170,94132,2,9 PM or later,4,2017,2025-09-19 16:08:15.290000000
171,94132,2,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
172,94133,2,9 AM - before 11 AM,4,2017,2025-09-19 16:08:15.290000000
173,94134,2,2 PM - before 5 PM,5,2017,2025-09-19 16:08:15.290000000
174,94134,2,5 PM - before 9 PM,25,2017,2025-09-19 16:08:15.290000000
175,94136,2,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
176,94136,2,11 AM - before 2 PM,3,2017,2025-09-19 16:08:15.290000000
177,94137,2,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
178,94138,2,5 PM - before 9 PM,3,2017,2025-09-19 16:08:15.290000000
179,94201,3,5 PM - before 9 PM,30,2017,2025-09-19 16:08:15.290000000
180,94202,3,5 PM - before 9 PM,3,2017,2025-09-19 16:08:15.290000000
181,94202,3,11 AM - before 2 PM,2,2017,2025-09-19 16:08:15.290000000
182,94203,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
183,94204,3,2 PM - before 5 PM,24,2017,2025-09-19 16:08:15.290000000
184,94204,3,Before 9 AM,8,2017,2025-09-19 16:08:15.290000000
185,94205,3,5 PM - before 9 PM,30,2017,2025-09-19 16:08:15.290000000
186,94206,3,Before 9 AM,8,2017,2025-09-19 16:08:15.290000000
187,94210,2,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
188,94211,2,9 AM - before 11 AM,4,2017,2025-09-19 16:08:15.290000000
189,94214,2,9 AM - before 11 AM,2,2017,2025-09-19 16:08:15.290000000
190,94214,2,5 PM - before 9 PM,6,2017,2025-09-19 16:08:15.290000000
191,94215,2,9 PM or later,5,2017,2025-09-19 16:08:15.290000000
192,94215,2,5 PM - before 9 PM,3,2017,2025-09-19 16:08:15.290000000
193,94216,2,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
194,94225,2,5 PM - before 9 PM,6,2017,2025-09-19 16:08:15.290000000
195,94225,2,Before 9 AM,6,2017,2025-09-19 16:08:15.290000000
196,94226,2,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
197,94226,2,11 AM - before 2 PM,4,2017,2025-09-19 16:08:15.290000000
198,94227,2,Before 9 AM,4,2017,2025-09-19 16:08:15.290000000
199,94647,2,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
200,94741,2,9 AM - before 11 AM,16,2017,2025-09-19 16:08:15.290000000
201,94803,2,9 AM - before 11 AM,4,2017,2025-09-19 16:08:15.290000000
202,94803,2,11 AM - before 2 PM,4,2017,2025-09-19 16:08:15.290000000
203,94804,2,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
204,94804,2,9 PM or later,1,2017,2025-09-19 16:08:15.290000000
205,94805,2,5 PM - before 9 PM,3,2017,2025-09-19 16:08:15.290000000
206,94805,2,9 AM - before 11 AM,3,2017,2025-09-19 16:08:15.290000000
207,94805,2,2 PM - before 5 PM,2,2017,2025-09-19 16:08:15.290000000
208,94806,2,Before 9 AM,7,2017,2025-09-19 16:08:15.290000000
209,94806,2,5 PM - before 9 PM,5,2017,2025-09-19 16:08:15.290000000
210,94838,2,Before 9 AM,24,2017,2025-09-19 16:08:15.290000000
211,94868,2,5 PM - before 9 PM,24,2017,2025-09-19 16:08:15.290000000
212,94869,2,Before 9 AM,5,2017,2025-09-19 16:08:15.290000000
213,94869,2,5 PM - before 9 PM,5,2017,2025-09-19 16:08:15.290000000
214,94870,2,5 PM - before 9 PM,6,2017,2025-09-19 16:08:15.290000000
215,94870,2,Before 9 AM,6,2017,2025-09-19 16:08:15.290000000
216,94871,2,Before 9 AM,12,2017,2025-09-19 16:08:15.290000000
217,94981,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
218,94984,2,5 PM - before 9 PM,6,2017,2025-09-19 16:08:15.290000000
219,94984,2,9 AM - before 11 AM,4,2017,2025-09-19 16:08:15.290000000
220,94985,2,5 PM - before 9 PM,10,2017,2025-09-19 16:08:15.290000000
221,94986,2,9 AM - before 11 AM,2,2017,2025-09-19 16:08:15.290000000
222,94986,2,Before 9 AM,2,2017,2025-09-19 16:08:15.290000000
223,94987,2,5 PM - before 9 PM,9,2017,2025-09-19 16:08:15.290000000
224,94988,2,5 PM - before 9 PM,3,2017,2025-09-19 16:08:15.290000000
225,94991,2,5 PM - before 9 PM,3,2017,2025-09-19 16:08:15.290000000
226,95051,3,Before 9 AM,15,2017,2025-09-19 16:08:15.290000000
227,95052,2,Before 9 AM,4,2017,2025-09-19 16:08:15.290000000
228,95055,3,Before 9 AM,4,2017,2025-09-19 16:08:15.290000000
229,95189,2,Before 9 AM,7,2017,2025-09-19 16:08:15.290000000
230,95189,2,5 PM - before 9 PM,5,2017,2025-09-19 16:08:15.290000000
231,95190,2,Before 9 AM,10,2017,2025-09-19 16:08:15.290000000
232,95190,2,11 AM - before 2 PM,10,2017,2025-09-19 16:08:15.290000000
233,95191,2,Before 9 AM,5,2017,2025-09-19 16:08:15.290000000
234,95192,2,Before 9 AM,8,2017,2025-09-19 16:08:15.290000000
235,95192,2,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
236,95193,2,5 PM - before 9 PM,5,2017,2025-09-19 16:08:15.290000000
237,95250,2,Before 9 AM,1,2017,2025-09-19 16:08:15.290000000
238,95250,2,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
239,95252,2,Before 9 AM,20,2017,2025-09-19 16:08:15.290000000
240,95252,2,5 PM - before 9 PM,10,2017,2025-09-19 16:08:15.290000000
241,95253,2,5 PM - before 9 PM,3,2017,2025-09-19 16:08:15.290000000
242,95254,2,5 PM - before 9 PM,3,2017,2025-09-19 16:08:15.290000000
243,95254,2,9 PM or later,2,2017,2025-09-19 16:08:15.290000000
244,95719,2,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
245,95719,2,9 AM - before 11 AM,2,2017,2025-09-19 16:08:15.290000000
246,95719,2,2 PM - before 5 PM,2,2017,2025-09-19 16:08:15.290000000
247,95719,2,11 AM - before 2 PM,2,2017,2025-09-19 16:08:15.290000000
248,95720,2,2 PM - before 5 PM,5,2017,2025-09-19 16:08:15.290000000
249,95720,2,5 PM - before 9 PM,10,2017,2025-09-19 16:08:15.290000000
250,95720,2,Before 9 AM,15,2017,2025-09-19 16:08:15.290000000
251,95723,2,Before 9 AM,6,2017,2025-09-19 16:08:15.290000000
252,95723,2,5 PM - before 9 PM,3,2017,2025-09-19 16:08:15.290000000
253,95725,2,2 PM - before 5 PM,3,2017,2025-09-19 16:08:15.290000000
254,95725,2,9 AM - before 11 AM,1,2017,2025-09-19 16:08:15.290000000
255,95727,2,5 PM - before 9 PM,1,2017,2025-09-19 16:08:15.290000000
256,95727,2,Before 9 AM,3,2017,2025-09-19 16:08:15.290000000
257,95729,2,Before 9 AM,3,2017,2025-09-19 16:08:15.290000000
258,95729,2,11 AM - before 2 PM,3,2017,2025-09-19 16:08:15.290000000
259,95729,2,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
260,95731,2,11 AM - before 2 PM,2,2017,2025-09-19 16:08:15.290000000
261,95731,2,Before 9 AM,2,2017,2025-09-19 16:08:15.290000000
262,95733,2,11 AM - before 2 PM,2,2017,2025-09-19 16:08:15.290000000
263,95733,2,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
264,95733,2,9 AM - before 11 AM,3,2017,2025-09-19 16:08:15.290000000
265,95770,3,5 PM - before 9 PM,30,2017,2025-09-19 16:08:15.290000000
266,95771,3,Before 9 AM,4,2017,2025-09-19 16:08:15.290000000
267,95772,3,Before 9 AM,5,2017,2025-09-19 16:08:15.290000000
268,95773,3,Before 9 AM,8,2017,2025-09-19 16:08:15.290000000
269,95834,2,2 PM - before 5 PM,2,2017,2025-09-19 16:08:15.290000000
270,95834,2,9 AM - before 11 AM,3,2017,2025-09-19 16:08:15.290000000
271,95834,2,5 PM - before 9 PM,3,2017,2025-09-19 16:08:15.290000000
272,95847,2,5 PM - before 9 PM,3,2017,2025-09-19 16:08:15.290000000
273,95847,2,9 AM - before 11 AM,2,2017,2025-09-19 16:08:15.290000000
274,95848,2,Before 9 AM,12,2017,2025-09-19 16:08:15.290000000
275,95848,2,5 PM - before 9 PM,8,2017,2025-09-19 16:08:15.290000000
276,95908,2,5 PM - before 9 PM,10,2017,2025-09-19 16:08:15.290000000
277,95908,2,Before 9 AM,20,2017,2025-09-19 16:08:15.290000000
278,95909,2,Before 9 AM,22,2017,2025-09-19 16:08:15.290000000
279,95909,2,5 PM - before 9 PM,8,2017,2025-09-19 16:08:15.290000000
280,95910,2,5 PM - before 9 PM,30,2017,2025-09-19 16:08:15.290000000
281,95911,2,5 PM - before 9 PM,12,2017,2025-09-19 16:08:15.290000000
282,95911,2,Before 9 AM,4,2017,2025-09-19 16:08:15.290000000
283,95911,2,2 PM - before 5 PM,4,2017,2025-09-19 16:08:15.290000000
284,95912,2,2 PM - before 5 PM,5,2017,2025-09-19 16:08:15.290000000
285,95912,2,5 PM - before 9 PM,5,2017,2025-09-19 16:08:15.290000000
286,95913,2,5 PM - before 9 PM,3,2017,2025-09-19 16:08:15.290000000
287,95913,2,2 PM - before 5 PM,3,2017,2025-09-19 16:08:15.290000000
288,95913,2,11 AM - before 2 PM,2,2017,2025-09-19 16:08:15.290000000
289,96122,2,5 PM - before 9 PM,5,2017,2025-09-19 16:08:15.290000000
290,96306,2,9 AM - before 11 AM,15,2017,2025-09-19 16:08:15.290000000
291,96306,2,2 PM - before 5 PM,15,2017,2025-09-19 16:08:15.290000000
292,96307,2,Before 9 AM,4,2017,2025-09-19 16:08:15.290000000
293,96308,2,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
294,96500,2,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
295,96500,2,Before 9 AM,6,2017,2025-09-19 16:08:15.290000000
296,96542,2,Before 9 AM,5,2017,2025-09-19 16:08:15.290000000
297,96542,2,11 AM - before 2 PM,5,2017,2025-09-19 16:08:15.290000000
298,96566,2,Before 9 AM,4,2017,2025-09-19 16:08:15.290000000
299,96566,2,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
300,96567,2,Before 9 AM,6,2017,2025-09-19 16:08:15.290000000
301,96567,2,5 PM - before 9 PM,6,2017,2025-09-19 16:08:15.290000000
302,96568,2,11 AM - before 2 PM,1,2017,2025-09-19 16:08:15.290000000
303,96568,2,Before 9 AM,2,2017,2025-09-19 16:08:15.290000000
304,96598,2,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
305,96599,2,2 PM - before 5 PM,3,2017,2025-09-19 16:08:15.290000000
306,96599,2,11 AM - before 2 PM,1,2017,2025-09-19 16:08:15.290000000
307,96600,2,2 PM - before 5 PM,1,2017,2025-09-19 16:08:15.290000000
308,96600,2,5 PM - before 9 PM,1,2017,2025-09-19 16:08:15.290000000
309,96601,2,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
310,96601,2,Before 9 AM,2,2017,2025-09-19 16:08:15.290000000
311,96601,2,11 AM - before 2 PM,2,2017,2025-09-19 16:08:15.290000000
312,96602,2,9 AM - before 11 AM,4,2017,2025-09-19 16:08:15.290000000
313,96602,2,2 PM - before 5 PM,5,2017,2025-09-19 16:08:15.290000000
314,96602,2,5 PM - before 9 PM,11,2017,2025-09-19 16:08:15.290000000
315,96719,2,11 AM - before 2 PM,2,2017,2025-09-19 16:08:15.290000000
316,96719,2,9 AM - before 11 AM,2,2017,2025-09-19 16:08:15.290000000
317,97076,1,2 PM - before 5 PM,5,2017,2025-09-19 16:08:15.290000000
318,97076,1,9 AM - before 11 AM,7,2017,2025-09-19 16:08:15.290000000
319,97076,1,5 PM - before 9 PM,8,2017,2025-09-19 16:08:15.290000000
320,97077,1,2 PM - before 5 PM,1,2017,2025-09-19 16:08:15.290000000
321,97077,1,9 AM - before 11 AM,3,2017,2025-09-19 16:08:15.290000000
322,97078,1,5 PM - before 9 PM,3,2017,2025-09-19 16:08:15.290000000
323,97079,1,5 PM - before 9 PM,3,2017,2025-09-19 16:08:15.290000000
324,97079,1,2 PM - before 5 PM,1,2017,2025-09-19 16:08:15.290000000
325,97079,1,9 PM or later,2,2017,2025-09-19 16:08:15.290000000
326,97079,1,9 AM - before 11 AM,2,2017,2025-09-19 16:08:15.290000000
327,97088,1,11 AM - before 2 PM,1,2017,2025-09-19 16:08:15.290000000
328,97088,1,9 PM or later,1,2017,2025-09-19 16:08:15.290000000
329,97089,1,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
330,97090,1,2 PM - before 5 PM,3,2017,2025-09-19 16:08:15.290000000
331,97091,1,9 PM or later,1,2017,2025-09-19 16:08:15.290000000
332,97091,1,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
333,97099,1,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
334,97099,1,9 AM - before 11 AM,1,2017,2025-09-19 16:08:15.290000000
335,97100,1,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
336,97100,1,9 PM or later,2,2017,2025-09-19 16:08:15.290000000
337,97103,1,2 PM - before 5 PM,1,2017,2025-09-19 16:08:15.290000000
338,97103,1,5 PM - before 9 PM,3,2017,2025-09-19 16:08:15.290000000
339,97109,1,9 AM - before 11 AM,1,2017,2025-09-19 16:08:15.290000000
340,97109,1,9 PM or later,3,2017,2025-09-19 16:08:15.290000000
341,97109,1,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
342,97111,1,9 PM or later,3,2017,2025-09-19 16:08:15.290000000
343,97111,1,5 PM - before 9 PM,3,2017,2025-09-19 16:08:15.290000000
344,97111,1,Before 9 AM,2,2017,2025-09-19 16:08:15.290000000
345,97111,1,2 PM - before 5 PM,2,2017,2025-09-19 16:08:15.290000000
346,97112,1,11 AM - before 2 PM,2,2017,2025-09-19 16:08:15.290000000
347,97112,1,9 PM or later,4,2017,2025-09-19 16:08:15.290000000
348,97112,1,2 PM - before 5 PM,5,2017,2025-09-19 16:08:15.290000000
349,97112,1,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
